Sr No,startup,vertical,city,investors,round,amount,year,state
254,Foodpanda,Food,Gurugram,Rocket internet ag & others,Private Equity,907.5,2015,Haryana
255,Foodpanda,Food,Gurugram,"Goldman sachs, Rocket internet",Private Equity,825,2015,Haryana
256,FoodTalkIndia,Food,Gurugram,Undisclosed investor,Seed Funding,4.13,2015,Haryana
257,Footprints Education,Education,Gurugram,"letsventure, Kumar bansal, Kshitij jain",Seed Funding,5.65,2015,Haryana
258,Fourseven,Personal Care,New Delhi,Indian angel network,Seed Funding,3.75,2015,Delhi
259,Fourth Partner Energy,Energy,Hyderabad,"Infuse ventures, The chennai angels",Private Equity,16.5,2015,Telangana
260,Fracktal Works,Technology,Bengaluru,Neoteric infomatique limited,Private Equity,24.75,2015,Karnataka
261,Frankly,Media,Mumbai,Matrix partners,Seed Funding,4.95,2015,Maharashtra
262,FreeCharge,FinTech,Mumbai,"Valiant capital, Tybourne capital, Sequoia capital, Runet and sofina",Private Equity,660,2015,Maharashtra
263,Freshdesk,Technology,Chennai,"Tiger global, Google capital & accel partners",Private Equity,412.5,2015,Tamil Nadu
264,Freshmonk,Healthcare,Bengaluru,"August capital partners, Michael blakey",Seed Funding,0,2015,Karnataka
265,FreshWorld,Food,Bengaluru,"Kris gopalakrishnan, Nagaraja prakasam",Seed Funding,0,2015,Karnataka
266,Frsh,Delivery,Chennai,"Mumbai angels, Mayank bhangdia, Kae capital",Private Equity,8.25,2015,Tamil Nadu
267,Frsh,Delivery,Chennai,"India quotient, Kae capital",Seed Funding,4.27,2015,Tamil Nadu
268,FundsIndia,Finance,Chennai,"Faering capital, Foundation capital, Inventus capital partners",Private Equity,90.75,2015,Tamil Nadu
269,Furdo,Services,Bengaluru,Bhavdeep reddy,Seed Funding,3.3,2015,Karnataka
270,Furlenco,E-Commerce,Bengaluru,Lightbox ventures,Private Equity,49.5,2015,Karnataka
271,Fusion Microfinance,Finance,New Delhi,"Development finance institution belgian investment company, Oikocredit",Private Equity,70.95,2015,Delhi
272,Fxkart,FinTech,Bengaluru,"Dr mushtaq shah, Dr faraz naqvi",Seed Funding,16.5,2015,Karnataka
273,FXMartIndia,FinTech,Chandigarh,Flipkart,Private Equity,0,2015,Chandigarh
274,FYNE,Healthcare,Bengaluru,Sandeep dama & others,Seed Funding,0,2015,Karnataka
275,Gaana,Entertainment,Mumbai,Micromax informatics ltd,Private Equity,0,2015,Maharashtra
276,Gadgets 360,Transportation,New Delhi,One97 communications,Private Equity,0,2015,Delhi
277,Gadgetwood,Electronics,New Delhi,"Ajai chowdhry, Ashvin chadha, Yogesh bansal, \\nnitin singhal & others",Seed Funding,1.65,2015,Delhi
278,GameXS.in,Entertainment,New Delhi,Lead angels,Seed Funding,0,2015,Delhi
279,GetFocus,Technology,Mumbai,Undisclosed investors,Seed Funding,0,2015,Maharashtra
280,GetMyPeon,Services,Mumbai,Undisclosed investors,Seed Funding,2.06,2015,Maharashtra
281,getNow,E-Commerce,Nagpur,Atulya mittal,Seed Funding,0,2015,Maharashtra
282,GIBBS,Consumer Goods,Mumbai,Infuse ventures fund,Private Equity,0,2015,Maharashtra
283,GIBSS,Consumer Goods,Mumbai,"Responsability investments, Infuse ventures",Private Equity,0,2015,Maharashtra
284,Gingercrush,E-Commerce,Vadodara,"Gokul jaykrishna, Brand capital",Seed Funding,8.25,2015,Gujarat
285,Gingercrush,E-Commerce,Vadodara,Tv mohandas pai's family office,Seed Funding,0,2015,Gujarat
286,Glamrs,Personal Care,Mumbai,"Ventureworks india, Blume ventures, Batlivala & karani securities, Nikunj jhaveri",Private Equity,8.25,2015,Maharashtra
287,Glowship,Energy,Bengaluru,Infuse ventures,Seed Funding,0,2015,Karnataka
288,Godof Hospitals,Healthcare,New Delhi,Pankaj gupta,Seed Funding,16.5,2015,Delhi
289,GoJavas,Logistics,Gurugram,Snapdeal,Private Equity,165,2015,Haryana
290,GoJavas,Logistics,Gurugram,Snapdeal,Private Equity,0,2015,Haryana
291,GolfLAN,Sports,New Delhi,Yournest angel fund,Seed Funding,0,2015,Delhi
292,Goodbox,E-Commerce,Bengaluru,Nexus venture partners,Private Equity,20.63,2015,Karnataka
293,Goodbox,E-Commerce,Bengaluru,Manipal group,Seed Funding,1.65,2015,Karnataka
294,Goodservice,Services,New Delhi,Sequoia capital,Private Equity,13.2,2015,Delhi
295,GOQii,Healthcare,Mumbai,"New enterprise associates, Cheetah mobile",Private Equity,110.55,2015,Maharashtra
296,GOQii,Healthcare,Mumbai,Vijay shekhar sharma,Private Equity,0,2015,Maharashtra
297,Gozoomo,Transportation,Bengaluru,Saif partners,Private Equity,41.25,2015,Karnataka
298,Grab,Delivery,Mumbai,"Oliphans capital, Haresh chawla",Seed Funding,8.25,2015,Maharashtra
299,Grab,Delivery,Mumbai,Sixth sense ventures,Seed Funding,0,2015,Maharashtra
300,Grabhouse,Real Estate,Bengaluru,Sequoia and kalaari capital.,Private Equity,82.5,2015,Karnataka
301,Grabhouse,Real Estate,Mumbai,"Kalaari capital, Sequoia capital",Private Equity,20.63,2015,Maharashtra
302,GrandOpinion,Media,New Delhi,Florida based angel investor,Seed Funding,1.24,2015,Delhi
303,Graphene,Technology,Mumbai,Karsemven fund,Private Equity,6.81,2015,Maharashtra
304,Graphic India,Media,Bengaluru,"Ca media lp,  start media.",Seed Funding,23.1,2015,Karnataka
305,Grex,E-Commerce,Pune,"Kunal bajaj, Chandru badrinarayanan",Seed Funding,5.36,2015,Maharashtra
306,Grey Orange,Technology,Gurugram,Tiger global management,Private Equity,247.5,2015,Haryana
307,Gridle,Cloud Tech,Ahmedabad,Letsventure,Seed Funding,0.83,2015,Gujarat
308,Grofers,E-Commerce,Gurugram,"Softbank, Tiger global, Sequoia capital, Apoletto managers",Private Equity,990,2015,Haryana
309,Grofers,E-Commerce,Gurugram,"Tiger global, Sequoia capital",Private Equity,288.75,2015,Haryana
310,Grofers,E-Commerce,Gurugram,"Tiger global management, Sequoia capital india",Private Equity,82.5,2015,Haryana
311,Groupon India,E-Commerce,Gurugram,Sequoia capital,Private Equity,165,2015,Haryana
312,Guiddoo World,Travel,Mumbai,"Pawan borle, Svp fly dubai & others",Seed Funding,0,2015,Maharashtra
313,GuruG Learning,Education,Bengaluru,India educational investment fund,Seed Funding,0,2015,Karnataka
314,Gympik,Healthcare,Bengaluru,"Tom clausen, Rohan ajila, Haldyn glass",Seed Funding,1.11,2015,Karnataka
315,GymTrekker,Personal Care,Mumbai,"Dewang neralla, Roopak taneja, Manisha gupta",Seed Funding,0,2015,Maharashtra
316,HackerRank,Education,Bengaluru,Hr technology fund,Private Equity,61.88,2015,Karnataka
317,HandyHome,Technology,Mumbai,"Bessemer ventures, Kae capital",Seed Funding,5.2,2015,Maharashtra
318,Hansa Customer Equity,IT,Mumbai,Ask pravi,Private Equity,41.25,2015,Maharashtra
319,happay,FinTech,Bengaluru,Angelprime,Seed Funding,4.13,2015,Karnataka
320,Happitoo,Travel,Mumbai,Unnamed investor,Seed Funding,0.64,2015,Maharashtra
321,Harness Handitouch,Technology,Bengaluru,Armat group,Private Equity,0,2015,Karnataka
322,HeadOut,Travel,Bengaluru,"Version one ventures, 500 startups, Nexus venture partners and arena ventures",Seed Funding,14.85,2015,Karnataka
323,Healers At Home,Healthcare,New Delhi,"Daljit singh, Dr. pramath raj sinha, Bvr mohan reddy",Seed Funding,0,2015,Delhi
324,Healthians,Healthcare,Gurugram,Youwecan ventures,Seed Funding,0,2015,Haryana
325,HealthifyMe,Healthcare,Bengaluru,"Gopal srinivasan, Sashi reddy, Amit gupta, Pallav nadhani",Private Equity,0,2015,Karnataka
326,HealthyWorld.in,Healthcare,Gurugram,Group of angel investors,Seed Funding,1.65,2015,Haryana
327,HeyBiz,Services,New Delhi,Shopclues,Seed Funding,0,2015,Delhi
328,HeyPillow,Home & Lifestyle,Bengaluru,Hampton capital,Private Equity,24.75,2015,Karnataka
329,HiJinny,Personal Care,Mumbai,Cmyk health boutique pvt ltd & other individual investors,Seed Funding,0,2015,Maharashtra
330,Hipship,Delivery,Bengaluru,"Inara capital, Rishi khiani",Seed Funding,0,2015,Karnataka
331,Hitwicket,Entertainment,Hyderabad,Chennai angels,Seed Funding,2.06,2015,Telangana
332,Holachef,Delivery,Mumbai,"Kalaari capital, India quotient",Private Equity,25.58,2015,Maharashtra
333,HolaChef,Delivery,Mumbai,India quotient,Seed Funding,2.68,2015,Maharashtra
334,HolaChef,Delivery,Mumbai,Ratan tata,Private Equity,0,2015,Maharashtra
335,HolidayIQ,Travel,Bengaluru,Makemytrip,Private Equity,123.75,2015,Karnataka
336,Holidify,Travel,New Delhi,Aarti group,Seed Funding,0.83,2015,Delhi
337,Holisol Logistics,Logistics,New Delhi,Clsa capital partners aria iv funds,Private Equity,82.5,2015,Delhi
338,HomeLane,Design,Bengaluru,Sequoia capital,Private Equity,412.5,2015,Karnataka
339,HomeLane,Design,Bengaluru,"Sequoia capital, Ranjan pai, Mohandas pai & others",Private Equity,37.13,2015,Karnataka
340,Homers.in,Services,Gurugram,"Devesh rai g, Rajesh aggarwal, Amitpal bhutani",Seed Funding,0,2015,Haryana
341,HomeStudio,Services,Bengaluru,Bren corporation,Private Equity,41.25,2015,Karnataka
342,Hopping Chef,Food,Mumbai,Mirah hospitality,Seed Funding,3.88,2015,Maharashtra
343,Hopscotch,E-Commerce,Mumbai,Eduardo saverin & velos capital,Private Equity,90.75,2015,Maharashtra
344,Hostel Dunia,Services,Bengaluru,Hyderabad angels (at startup heroes event),Seed Funding,0.13,2015,Karnataka
345,Hotify,Media,Bengaluru,Mahavir pratap sharma,Seed Funding,1.24,2015,Karnataka
346,Housejoy,Services,Bengaluru,"Amazon, Vertex ventures, Qualcomm, Ru-net technology partners, Matrix partners",Private Equity,185.63,2015,Karnataka
347,Housejoy,Services,Bengaluru,Matrix partners,Private Equity,33,2015,Karnataka
348,Hugefly,E-Commerce,Pune,Mayank singhal and others,Seed Funding,0,2015,Maharashtra
349,HyperVerge,Cloud Tech,Chennai,"Nea, Milliways ventures, Naya ventures",Seed Funding,8.25,2015,Tamil Nadu
350,i2e1,Internet,New Delhi,Growx ventures,Seed Funding,4.13,2015,Delhi
351,iamwire,Media,Gurugram,"Li tao, Li jian, Draphant consultants, Nitin garg, Saurabh jain, Mohit agarwal",Seed Funding,0,2015,Haryana
352,Icertis,Consumer Internet,Pune,"Greycroft partners, Fidelity growth partners",Private Equity,49.5,2015,Maharashtra
353,iChef.in,Food,Mumbai,Springboard ventures,Private Equity,0,2015,Maharashtra
354,iCrushiFlush,Waste Management,Mumbai,Idg ventures india,Seed Funding,0,2015,Maharashtra
355,iCustomadeit,E-Commerce,Pune,Group of angel investors,Seed Funding,2.06,2015,Maharashtra
356,IDfy,FinTech,Mumbai,"Nea, Blume ventures & others",Private Equity,0,2015,Maharashtra
357,iDreamCareer,EdTech,New Delhi,"Ah! ventures, Vivek joshi, Mohit satyanand & others",Seed Funding,0,2015,Delhi
358,IFMR Holdings,Finance,Chennai,"Accion, Leapfrog investments, Lok capital",Private Equity,206.25,2015,Tamil Nadu
359,Ignis Careers,Services,Hyderabad,Acumen fund,Seed Funding,2.06,2015,Telangana
360,iMMi Life,Healthcare,Chennai,Unitus seed fund,Seed Funding,0,2015,Tamil Nadu
361,Impartus,EdTech,Mumbai,Kaizen private equity,Private Equity,0,2015,Maharashtra
362,Inayo,Delivery,Mumbai,"Kemark ventures, Amit ranjan, Zishaan hayath and others",Seed Funding,2.48,2015,Maharashtra
363,IndiaLends,FinTech,New Delhi,"Dsg consumer partners, Paragon partners",Private Equity,8.25,2015,Delhi
364,IndiaLends,FinTech,New Delhi,"Dsg consumer partners, Siddharth parekh",Private Equity,0,2015,Delhi
365,IndianRoots,E-Commerce,Gurugram,Kjs group,Private Equity,41.25,2015,Haryana
366,Indifi,FinTech,Gurugram,"Accel partners, Elevar equity, Pramod bhasin, Rajan anandan, Gaurav dalmia, Abhishek goyal, Gagan hasteer, Arun tadanki",Seed Funding,0,2015,Haryana
367,Indix,Software,Chennai,"Nokia growth partners, Nexus venture partners, Avalon ventures",Private Equity,123.75,2015,Tamil Nadu
368,IndustryBuying,E-Commerce,New Delhi,"Kalaari capital, Saif partners, Beenextan investment fund",Private Equity,75.9,2015,Delhi
369,IndustryBuying,E-Commerce,New Delhi,Saif partners,Private Equity,16.5,2015,Delhi
370,Industrybuying,E-Commerce,New Delhi,"Murugappa group, Tvs group, Vellayan subbiah, Arathi krishna, Arun venkatachalam",Seed Funding,0,2015,Delhi
371,Infinite Analytics,Data Analytics,Mumbai,"Ratan tata, Nikhil vora & others",Private Equity,0,2015,Maharashtra
372,Infinity Assurance,Finance,New Delhi,indian angel network,Seed Funding,4.95,2015,Delhi
373,Infogain,IT,New Delhi,Chryscapital,Private Equity,519.75,2015,Delhi
374,Infoworks,Data Analytics,Bengaluru,"Nexus venture partners, Knoll ventures and others",Private Equity,41.25,2015,Karnataka
375,Inkmonk,E-Commerce,Chennai,"Girish mathrubootham, Phanindra sama, Vikram chachra, Others from letsventure",Seed Funding,2.06,2015,Tamil Nadu
376,Inmobi,Marketing,Bengaluru,Tennenbaum capital partners & others,Private Equity,825,2015,Karnataka
377,InnerChef,Food,Gurugram,"Phanindra sama, Anupam mittal, Vijay shekhar sharma, Vishal gondal, Sateesh andara & others",Private Equity,14.44,2015,Haryana
378,Innovaccer,Technology,Noida,"Rajan anandan, Teru sato, Aneesh reddy, Venkatesh valluri",Seed Funding,0,2015,Uttar Pradesh
379,Innoviti,FinTech,Bengaluru,"Catamaran ventures, New india investment corporation",Private Equity,40.01,2015,Karnataka
380,Inspirock,Travel,Gurugram,Makemytrip innovation fund,Private Equity,0,2015,Haryana
381,InstaBounce,Logistics,Mumbai,Group of angel investors,Seed Funding,0.14,2015,Maharashtra
382,InstaLively,Technology,New Delhi,Group of angel investors,Seed Funding,0.99,2015,Delhi
383,InstaLively,Technology,New Delhi,"Anupam mittal, Anand chandrasekaran, Uday shankar, Chetan bhagat",Seed Funding,0,2015,Delhi
384,InstaSafe,Technology,Bengaluru,Group of investors,Seed Funding,0,2015,Karnataka
385,Instavans,Logistics,Bengaluru,Suresh vaswani,Seed Funding,0,2015,Karnataka
386,Intelligence Node,Data Analytics,Mumbai,"New enterprise associates, Orios venture partners",Private Equity,34.65,2015,Maharashtra
387,Intelligent Interfaces,AI,Bengaluru,"Sachin bansal, Binny bansal",Seed Funding,0,2015,Karnataka
388,Intruo,Technology,Bengaluru,"Ashutosh lawania, Alok goel & others",Seed Funding,0,2015,Karnataka
389,iOrderFresh,Delivery,New Delhi,Best foodworks,Seed Funding,0,2015,Delhi
390,IQlect,Data Analytics,Bengaluru,Exfinity venture partners,Private Equity,16.5,2015,Karnataka
391,iSTAR,Technology,Bengaluru,Unitus seed fund,Private Equity,0,2015,Karnataka
392,iStar Skill Development,Education,Bengaluru,"Michael & susan dell foundation, Unitus seed fund",Private Equity,12.38,2015,Karnataka
393,iTraveller,Travel,Bengaluru,Ah! ventures,Private Equity,8.25,2015,Karnataka
394,Itzcash,FinTech,Mumbai,Ashok goel (promoter),Private Equity,136.13,2015,Maharashtra
395,Ixigo,Travel,Gurugram,Micromax informatics,Private Equity,0,2015,Haryana
396,iZofy,Technology,Kolkata,Prime capital markets ltd,Seed Funding,0,2015,West Bengal
397,Jay Robotix,Technology,Hyderabad,Cross border angels & others,Seed Funding,2.06,2015,Telangana
398,JetSetGo,Travel,Bengaluru,Puneet dalmia,Private Equity,0,2015,Karnataka
399,Jiffstore,E-Commerce,Bengaluru,"Unitus seed fund, Times internet",Seed Funding,0,2015,Karnataka
400,Jigsaw Academy,Education,Bengaluru,Manipal global education services,Private Equity,24.75,2015,Karnataka
401,Jiyo Natural,Food,Bengaluru,Indian angel network,Seed Funding,0,2015,Karnataka
402,Jobspire,Careers,Bengaluru,Purvi capital,Seed Funding,2.15,2015,Karnataka
403,JoeHukum,Technology,Gurugram,"Tracxnlabs, Jitendra gupta, Prashant tandon",Seed Funding,0,2015,Haryana
404,JollyFoodFellow,Food ,Ahmedabad,The 1947,Seed Funding,2.48,2015,Gujarat
405,Jombay,Healthcare,Pune,Ventureworks india,Private Equity,0,2015,Maharashtra
406,Joy by nature,Food,New Delhi,"Mumbai angels, Vriddhi fund, Others",Private Equity,8.25,2015,Delhi
407,Juggernaut,Media,New Delhi,"William bissell, Neeraj aggarwal, Nandan nilekani",Private Equity,18.56,2015,Delhi
408,Jugnoo,Transportation,Chandigarh,Paytm,Private Equity,82.5,2015,Chandigarh
409,Jugnoo,Transportation,Chandigarh,"Snow leopard, Paytm",Private Equity,41.25,2015,Chandigarh
410,Jugnoo,Transportation,Chandigarh,"Rakesh mathur, Vikas taneja & others",Seed Funding,8.25,2015,Chandigarh
411,Julia Computing,Technology,Bengaluru,Gordon and betty moore foundation,Seed Funding,4.95,2015,Karnataka
412,JumboBasket,E-Commerce,Chandigarh,Chandigarh angels network,Seed Funding,0,2015,Chandigarh
413,Jusride,Transportation,Mumbai,"Alok mittal, Zeeshan hayat, Niraj singh, Nikunj jain, Anirudh damani, Punit goyal",Seed Funding,0,2015,Maharashtra
414,Kaaryah,Personal Care,Gurugram,Ratan tata,Seed Funding,0,2015,Haryana
415,Karma Healthcare,Healthcare,Udaipur,Ennovent impact investment holding,Private Equity,0,2015,Rajasthan
416,Karma Recycling,Waste Management,New Delhi,"Infuse ventures, Low carbon enterprise fund",Private Equity,0,2015,Delhi
417,Ketto,Crowdfunding,Mumbai,"Chennai angels, Calcutta angels, Ah! ventures, Intellecap impact investment network, Indus age partners, Singapore angel network, India internet fund, Letsventure",Seed Funding,5.78,2015,Maharashtra
418,Kleeto,Services,Gurugram,Grex,Seed Funding,1.9,2015,Haryana
419,KleverKid,EdTech,New Delhi,Aarin capital partners,Seed Funding,0,2015,Delhi
420,Klip.in,E-Commerce,Bengaluru,"Calcutta angels, Venture nursery angels mumbai angels",Seed Funding,4.13,2015,Karnataka
421,Klozee,E-Commerce,Bengaluru,Tracxn labs,Seed Funding,0,2015,Karnataka
422,Knit,Personal Care,New Delhi,"Rohit jain, Amit rambhia & others",Seed Funding,0,2015,Delhi
423,Kobster,E-Commerce,Chennai,Splice advisors,Seed Funding,0,2015,Tamil Nadu
424,Kolabro,Real Estate,Gurugram,"Umang kumar, Ruchir arora & others",Seed Funding,0,2015,Haryana
425,KOOH Sports,Sports,Mumbai,"Tcs, Hdfc, Faering capital, Elevate sports",Private Equity,16.5,2015,Maharashtra
426,Korra,Personal Care,New Delhi,Asha jadeja motwani & others,Seed Funding,2.48,2015,Delhi
427,KountMoney,FinTech,Bengaluru,"Tracxn, Ashish goenka & others",Seed Funding,0,2015,Karnataka
428,Kulzy,EdTech,New Delhi,"Seedfund, Bedrock ventures",Seed Funding,8.25,2015,Delhi
429,La Renon,Healthcare,Ahmedabad,Sequoia capital,Private Equity,132,2015,Gujarat
430,LabInApp,Healthcare,Bengaluru,Unitus seed fund,Seed Funding,0,2015,Karnataka
431,LabsAdvisor,EdTech,New Delhi,Group of angel investors,Seed Funding,1.29,2015,Delhi
432,LabStreet,Healthcare,Gurugram,Multiple investors,Seed Funding,1.24,2015,Haryana
433,LafaLafa,E-Commerce,Mumbai,500 startups,Seed Funding,1.03,2015,Maharashtra
434,LafaLafa,E-Commerce,Mumbai,Vectr ventures,Private Equity,0,2015,Maharashtra
435,LatestOne,E-Commerce,Hyderabad,Palred technologies ltd,Private Equity,24.75,2015,Telangana
436,LazyLad,Services,Gurugram,"Jai choi, Kiyohiro sugashita, Hirokazu",Private Equity,4.13,2015,Haryana
437,Leaf,Healthcare,Bengaluru,Group of angel investors,Seed Funding,0.14,2015,Karnataka
438,Leaf Wearables,Households,New Delhi,"Ajeet khurana jinesh shah, Vikram chachra, Dr. aniruddha malpani",Seed Funding,2.06,2015,Delhi
439,Leaping Caravan,Delivery,Gurugram,Group of angel investors,Seed Funding,1.24,2015,Haryana
440,LearnOn,Cloud Tech,Chennai,Jmr infotech india pvt ltd,Seed Funding,0,2015,Tamil Nadu
441,LendingKart,FinTech,Ahmedabad,"Saama capital, Mayfield, Ashvin chadha, Shailesh mehta",Private Equity,82.5,2015,Gujarat
442,Lenskart,E-Commerce,Gurugram,"Tpg growth, Tr capital, Idg ventures",Private Equity,17.74,2015,Haryana
443,Lets Corp,Technology,Mumbai,Wu chay chin,Seed Funding,24.75,2015,Maharashtra
444,LetsTransport,Logistics,Bengaluru,"Rebright partners, Ankush nijhawan, Gaurav bhatnagar, Manish dhingra",Seed Funding,10.73,2015,Karnataka
445,LetsVenture,Finance,Bengaluru,"Accel partners, Anupam mittal & other marquee investors",Private Equity,0,2015,Karnataka
446,Liases Foras,Real Estate,New Delhi,Dmg information asia pacific,Private Equity,41.25,2015,Delhi
